alpha_rmse,beta1_rmse,beta2_rmse,psi_rmse,sd,l0,task_id,iter
3.6177882388766766e-4,0.04815292796628233,0.07998499492201165,0.1090662855022116,7.5,1,38,5
0.04426730369093967,0.03844598909564974,0.04141932497007823,0.1196739135095605,7.7,1,39,1
0.03020416869224285,0.05556755421232471,0.1076100078921039,0.1186460289622134,7.7,1,39,2
0.03610281112307948,0.04418941539046437,0.05885115348504369,0.12561110154624044,7.7,1,39,3
0.0226758256689355,0.04032864370487102,0.06731800213914116,0.1038027278371727,7.7,1,39,4
0.04827013571289405,0.02504375549068962,0.02467423429691492,0.0912032564028331,7.7,1,39,5
0.01995534666990608,0.03450538652459627,0.04599119844666113,0.11354363074050727,7.9,1,40,1
0.03298848218580298,0.03642375942276033,0.06118168779350931,0.11353267516049996,7.9,1,40,2
0.0160318555898633,0.04794131568503094,0.08430159045058871,0.10466793235275308,7.9,1,40,3
0.00565550500744087,0.03459846676513636,0.06966483967103489,0.11789618261839556,7.9,1,40,4
8.850262736682092e-4,0.02882722869141706,0.07866258358977257,0.09543502531626354,7.9,1,40,5
0.00932346428991215,0.03608665385839586,0.07955098426064876,0.09502782785536044,8.1,1,41,1
0.04292259122324043,0.05773383812354731,0.06059207143968635,0.09542569031987368,8.1,1,41,2
0.03801439278581903,0.0642897244215092,0.07007263377365167,0.1518796484933579,8.1,1,41,3
0.01845946950219508,0.02687603758390583,0.08290447250157144,0.08164638929906186,8.1,1,41,4
0.03695542835551742,0.03352170662423194,0.04410431274305827,0.10571317764211736,8.1,1,41,5
0.00784130604904517,0.04984366898860992,0.08416732381897388,0.10814485070686249,8.3,1,42,1
0.01847039117295311,0.04661507692885337,0.0731452833606862,0.10556534086839212,8.3,1,42,2
0.00422400201798797,0.04864149854541107,0.07737968877352357,0.09401550526734916,8.3,1,42,3
0.07642659985472153,0.08270996480809913,0.04817229170073173,0.14751466516825626,8.3,1,42,4
0.01980443593346249,0.02544130974715799,0.09694803689682902,0.08830868139605419,8.3,1,42,5
0.0011820714863903,0.03436507248184124,0.07998788009004988,0.11056631490374484,8.5,1,43,1
0.00777413216131431,0.05335258403233824,0.0799786621594615,0.10035694366021772,8.5,1,43,2
0.01625190329136108,0.05025863552216336,0.08420141452607825,0.1235664354016685,8.5,1,43,3
0.00988312219805887,0.04555883251265542,0.08801866603946479,0.10653047725394892,8.5,1,43,4
0.06979314123319771,0.05648504011864823,0.05138842622011717,0.1634648894931253,8.5,1,43,5
0.0374385702307389,0.03455258233381488,0.0374067304271533,0.08411308128696567,8.7,1,44,1
0.0361456391181203,0.02321521588396876,0.05711163935483015,0.08281183323401377,8.7,1,44,2
0.01776367796910249,0.02864774728481439,0.06402504347465562,0.10230952419290942,8.7,1,44,3
0.00119158176879328,0.04995314151227906,0.08773092482803035,0.1039360086670626,8.7,1,44,4
0.05593101208782963,0.05303748041885333,0.02782109787008329,0.11449434393363304,8.7,1,44,5
0.00299168899577901,0.05254554268143584,0.07786032812507011,0.10759633068880003,8.9,1,45,1
0.06681228315051525,0.04629720074729965,0.03740468638300146,0.12095593888377756,8.9,1,45,2
0.03162563866130132,0.04366803324321542,0.06925794637346527,0.11593188442093282,8.9,1,45,3
0.03171352428844092,0.03782311240267726,0.06215053343673021,0.09444866167132487,8.9,1,45,4
0.06001580118516139,0.08379238890965827,0.0600740447862334,0.20372775205213595,8.9,1,45,5
0.02936256643439069,0.05525731937729542,0.06751573990139755,0.119048833918158,9.1,1,46,1
0.00433689644935061,0.03264764815335494,0.09604057834869605,0.10259600350641114,9.1,1,46,2
0.01745384823740844,0.03896604995051618,0.06504744916845125,0.09955758300314366,9.1,1,46,3
0.01820280855974485,0.03374502741183723,0.05811180222680105,0.10316843961224864,9.1,1,46,4
0.01268635273628176,0.04013424861197329,0.07872511345459124,0.10419426913484792,9.1,1,46,5
0.06617395868683436,0.07548687296240894,0.0587458563767425,0.1641388191062383,9.3,1,47,1
0.037500900618746,0.0279128949166957,0.05578107426060488,0.09014527970118467,9.3,1,47,2
0.02183633093479502,0.06531662587217991,0.06169080618165557,0.0978359299871132,9.3,1,47,3
0.04658734625026219,0.05367437028283661,0.04688030928814042,0.10978797485408404,9.3,1,47,4
0.04568918171717877,0.05478489544606337,0.03350941205036293,0.15169165163516543,9.3,1,47,5
0.01368977767948516,0.03870476620766627,0.06173679711736081,0.0964319012919491,9.5,1,48,1
0.01048457180101701,0.05100925332224018,0.09635649084461265,0.1066268997740274,9.5,1,48,2
0.04029136409690416,0.02564641697864031,0.0587871300575989,0.08055758344295047,9.5,1,48,3
0.00885054894804931,0.03989455254816503,0.09142753619158724,0.1029212875867804,9.5,1,48,4
0.03044737052085906,0.04978509839131767,0.06637989059346727,0.10245405463878024,9.5,1,48,5
0.03265360853419861,0.05138989772372852,0.06846880929853713,0.1630800555796033,9.7,1,49,1
0.0199637998410218,0.03246876528305601,0.09029417202151632,0.10057031710591698,9.7,1,49,2
0.02597319442177949,0.05165642194612208,0.08024479618912306,0.11694923870182172,9.7,1,49,3
0.02810571417469119,0.03394884375698001,0.04555646813490116,0.08314294670896491,9.7,1,49,4
0.0210691941370844,0.04947775436126613,0.05929236976919299,0.1050190911323111,9.7,1,49,5
0.0071890468741266,0.05974427366688317,0.07219421655543158,0.09623511229932948,9.9,1,50,1
0.0101289932815836,0.04988816700631918,0.09562863411462974,0.09779871677737588,9.9,1,50,2
0.00804276456818899,0.05425704344845138,0.08697043692018792,0.10475887816284472,9.9,1,50,3
0.01456840642313827,0.0432047548855765,0.08515332937724251,0.1056976578360328,9.9,1,50,4
0.03813829058461631,0.04845452598317901,0.07648435897518104,0.1802875202164862,9.9,1,50,5
0.00412270250380997,0.04928762673428165,0.09879209245369948,0.10156023416472648,0.1,2,51,1
0.0164350780933863,0.04992534774013265,0.09851172963436258,0.10499147426607432,0.1,2,51,2
0.10023404359779205,0.02272168169966422,0.02809602528390915,0.1644855555643929,0.1,2,51,3
0.0124846042613633,0.03913573605051648,0.07197860380152667,0.09471204187217187,0.1,2,51,4
0.01250562277086904,0.02928928059415721,0.05958226080674569,0.09958345367333345,0.1,2,51,5
0.08238100141512035,0.082713462766163,0.0980305472220584,0.1276292120784451,0.30000000000000004,2,52,1
0.05206847623855286,0.04239695884576371,0.07605167488618354,0.0686929061619584,0.30000000000000004,2,52,2
0.05859544082111061,0.06990024432474279,0.09267627269373437,0.14966040892130936,0.30000000000000004,2,52,3
0.00410457887962243,0.04221590342786476,0.06782524618910912,0.08830345772779917,0.30000000000000004,2,52,4
0.05423278903990105,0.04635532052364197,0.08855309120512998,0.08815747490603207,0.30000000000000004,2,52,5
0.0117850928424553,0.05608720601986639,0.06985356130663206,0.09396032751479748,0.5,2,53,1
0.00731977091959087,0.0419180939030302,0.08720046014834036,0.09554660388997906,0.5,2,53,2
0.01453136346481471,0.04758959504875098,0.08641398526352048,0.12240505044091884,0.5,2,53,3
0.12018130408332456,0.02983291091355355,0.05870124892930258,0.03769611334526358,0.5,2,53,4
0.08324250877574614,0.05979693982067786,0.09117058584093396,0.10481070573829072,0.5,2,53,5
0.11106150657453168,0.0257261569306814,0.03649484409846679,0.03373203347796316,0.7000000000000001,2,54,1
0.07641148039470129,0.07187999647055161,0.08006055144124417,0.12669422494878296,0.7000000000000001,2,54,2
0.05788864883229616,0.05044701564120749,0.07735751337936393,0.1167573698676162,0.7000000000000001,2,54,3
0.00993426967444947,0.04120934200134112,0.06367919966027256,0.10618730500093929,0.7000000000000001,2,54,4
0.01575834144607199,0.03973610122028924,0.09052018035292723,0.10406441594560244,0.7000000000000001,2,54,5
0.00806445014006133,0.04309566431190169,0.08311929269605571,0.09932695208402006,0.9,2,55,1
0.01475160364674305,0.05000357292510474,0.10181347963157825,0.12829139573058346,0.9,2,55,2
0.0554040065134145,0.03093289697736281,0.08724480922829979,0.0611450274630517,0.9,2,55,3
0.00456836343555221,0.0416993056944397,0.08193527544536483,0.09735904502774637,0.9,2,55,4
0.12066787345833214,0.0243692934423626,0.04920428323384372,0.05178162257207701,0.9,2,55,5
0.00319670678873214,0.03126217573831506,0.08599443343504966,0.11782228721167604,1.1,2,56,1
0.09214023361044352,0.02551830938258051,0.03628833340258732,0.04630449759160269,1.1,2,56,2
0.02371376716989101,0.05288666554838891,0.06798253827854453,0.11817021646164548,1.1,2,56,3
0.07015057888086952,0.06352327990210545,0.05009009668873312,0.12148021763300852,1.1,2,56,4
0.1304507366744361,0.0530033766716589,0.04101673322355467,0.12225682126702447,1.1,2,56,5
0.04650070331107327,0.07109846709240579,0.113529324865786,0.12192248672396865,1.3000000000000005,2,57,1
0.0014587396724647,0.03832239516961608,0.08912509447988334,0.10066617562625028,1.3000000000000005,2,57,2
0.01195731667697443,0.04972045458652302,0.0775163881048045,0.0904768808896057,1.3000000000000005,2,57,3
0.15716255510544971,0.07773842592865159,0.04788034270828101,0.1080339263547722,1.3000000000000005,2,57,4
0.1528982413679396,0.04979345920363537,0.1695117489659794,0.10843685958572186,1.3000000000000005,2,57,5
0.09710237484335082,0.04601184982636817,0.08963283774595175,0.0589682460186657,1.5000000000000002,2,58,1
0.02412751165135979,0.0369993239271313,0.06990630690351995,0.09133063232154248,1.5000000000000002,2,58,2
0.14240457600792766,0.041295264868495,0.116385028442791,0.11645912280725748,1.5000000000000002,2,58,3
0.00301950935083893,0.03722197209898437,0.08226212376930968,0.10209015822441006,1.5000000000000002,2,58,4
0.02312091188242777,0.05375370111605124,0.08291016629978505,0.11424868203107916,1.5000000000000002,2,58,5
